Exporters	Imported value in 2012	Imported value in 2013	Imported value in 2014	Imported value in 2015	Imported value in 2016	Imported value in 2017	Imported value in 2018	Imported value in 2019	Imported value in 2020	Imported value in 2021	
"Palestine, State of"	0	0	0	47	0	0	0	0	0		
"Ghana"	0	0	69	0	0	0	0	0	0		
"Guatemala"	50	0	0	0	0	0	0	0	0		
"Iran, Islamic Republic of"	11582	13341	80881	114369	0	0	0	0	0		
"Iraq"	0	0	0	0	0	0	0	6	0		
"Lesotho"	0	0	0	0	0	0	16	0	0		
"Latvia"	0	0	73	0	0	0	0	0	0		
"Libya, State of"	0	12117	0	0	0	0	7375	10329	8717		
"Lithuania"	351	0	0	0	0	0	0	0	0		
"Macao, China"	0	0	0	0	27	0	0	0	0		
"Madagascar"	0	0	0	0	349	0	0	0	0		
"Montenegro"	0	0	0	0	0	0	10	0	0		
"Namibia"	0	0	0	0	0	0	157	0	0		
"Aruba"	142	0	0	0	0	0	0	7	0		
"Micronesia, Federated States of"	0	198	0	0	0	0	0	0	0		
"Peru"	0	0	0	111	0	0	0	0	0		
"Timor-Leste"	53	0	0	0	0	0	0	0	0		
"Serbia"	438	0	0	0	249	553	222	3	0		
"Macedonia, North"	0	0	0	1094	0	0	0	0	3359		
"Venezuela, Bolivarian Republic of"	0	12461	0	0	0	0	0	0	0		
"Yemen"	0	138	0	0	0	0	0	0	0		
