Exporters	Imported value in 2012	Imported value in 2013	Imported value in 2014	Imported value in 2015	Imported value in 2016	Imported value in 2017	Imported value in 2018	Imported value in 2019	Imported value in 2020	Imported value in 2021	
"Egypt"	17574	17054	8577	14111	11911	13284	20477	19500	7357	8919	
"Hong Kong, China"	0	0	0	0	0	162	17	24	114	8481	
"Brazil"	8131	5726	6187	15799	17004	3078	10813	40592	37495	5006	
"Austria"	16786	18026	14036	15457	10049	10073	8485	7308	4766	4605	
"Oman"	1221	1804	3941	4724	3462	2009	6236	3898	5921	4474	
"Norway"	4865	3025	4975	6711	7972	7180	9144	13463	5561	3588	
"Indonesia"	10818	5219	2101	1777	1171	1783	2883	1985	2310	3583	
"South Africa"	12337	12122	13147	11373	7725	4704	2728	4488	3402	3033	
"Poland"	3132	2582	4648	1808	3099	3627	3041	3460	3558	2509	
"Hungary"	279	873	463	476	230	690	434	529	562	2492	
"Viet Nam"	45	453	0	2351	0	129	952	1278	2182	2070	
"Russian Federation"	16305	28881	39875	41214	5351	18050	19368	27118	8833	1878	
"Slovenia"	583	1050	2382	1177	941	929	4863	1125	597	1383	
"Australia"	4037	7137	3783	1765	676	384	1339	955	1781	1328	
"New Zealand"	54	344	854	251	787	198	95	503	506	1249	
"Lithuania"	0	0	0	0	0	0	107	339	1997	1139	
"Greece"	303	478	36	118	208	778	1256	520	1673	1113	
"Türkiye"	15558	12846	19575	20418	18778	17339	18195	21972	16961	1072	
"Luxembourg"	0	0	0	0	0	0	681	109	161	1032	
"Sri Lanka"	208	317	140	263	162	284	199	212	400	770	
"Philippines"	171	494	172	0	0	113	236	379	174	761	
"Lebanon"	221	2694	2127	2916	1595	1241	482	561	978	433	
"Area Nes"	0	0	0	7437	10696	10017	0	4641	0	432	
"Cyprus"	0	0	0	93	0	0	0	0	0	350	
"Portugal"	0	0	73	0	94	0	149	459	619	330	
"Mexico"	1961	775	2281	139	1993	3003	1231	402	2860	271	
"Slovakia"	0	222	86	60	0	0	148	460	126	202	
"Ukraine"	0	0	2109	159	369	2189	4282	2563	15	170	
"Belarus"	0	0	0	0	0	0	6	51	108	168	
"Costa Rica"	0	0	0	0	0	0	5	0	3	156	
"Czech Republic"	9491	9335	632	3655	406	3173	2656	271	238	154	
"Argentina"	0	0	129	0	870	2331	1575	1033	109	149	
"Colombia"	0	0	0	0	0	0	54	0	408	115	
"Kuwait"	0	0	314	0	634	1078	359	622	604	113	
"Bulgaria"	88	58	496	103	49	30	86	6	157	88	
"Tanzania, United Republic of"	0	0	0	0	0	0	0	0	0	84	
"Estonia"	162	226	257	228	146	55	51	32	30	66	
"Tunisia"	659	568	657	1153	989	1072	727	6	0	57	
"Gabon"	180	0	0	0	0	0	0	0	0	53	
"Pakistan"	1735	3891	2978	2978	972	441	272	166	40	41	
"Macedonia, North"	0	0	0	0	0	0	0	0	0	34	
"Romania"	0	0	0	0	1113	0	84	36	22	29	
"Croatia"	365	0	0	0	0	0	0	11	79	19	
"Serbia"	0	0	0	0	0	47	9	18	0	13	
"Yemen"	0	0	0	0	63	0	0	0	0	7	
"Cook Islands"	0	0	0	0	0	0	0	0	0	6	
"Eswatini"	0	0	0	39	35	0	0	48	0	6	
"British Virgin Islands"	0	0	0	0	0	0	0	0	0	4	
"Chile"	0	0	89	0	35	0	0	0	11	4	
"Iceland"	0	130	177	0	0	0	0	0	0	1	
"Aruba"	45	0	0	0	0	0	0	0	6	1	
"Qatar"	26941	19302	13340	14891	15697	5989	0	0	0	1	
"French Southern and Antarctic Territories"	0	0	0	0	0	0	77	0	0		
"Korea, Democratic People's Republic of"	0	63	309	1051	0	318	238	0	0		
"Europe Othr. Nes"	1067	939	3921	0	0	0	1544	0	770		
"Northern Mariana Islands"	0	0	0	0	0	0	15	0	0		
"United States Minor Outlying Islands"	0	0	0	0	0	0	3	0	0		
"Bahamas"	0	0	0	0	0	0	0	5	0		
"Barbados"	60	0	0	0	0	0	0	0	0		
"Bermuda"	0	0	0	2079	49	0	0	0	0		
"Cambodia"	0	0	0	0	0	0	0	0	5		
"Dominica"	0	0	0	0	0	0	0	0	5		
"Honduras"	0	0	0	0	0	0	19	5	0		
"Iran, Islamic Republic of"	450	37	0	0	0	0	0	0	0		
"Iraq"	0	0	0	0	0	0	0	389	283		
"Latvia"	314	96	0	0	0	0	0	17	33		
"Macao, China"	0	284	0	0	0	0	0	0	7		
"Malta"	0	0	0	0	0	0	0	0	3		
"Morocco"	0	647	1365	548	0	0	15	24903	29		
"Nicaragua"	0	0	0	0	0	0	0	0	149		
"Niger"	0	0	0	0	0	0	5	0	0		
"Paraguay"	0	0	0	0	0	0	45	0	0		
"Sudan"	89	0	0	0	0	0	89	62	19		
"Syrian Arab Republic"	254	783	0	0	0	0	0	0	0		
"Trinidad and Tobago"	0	31	0	0	0	0	0	0	0		
"Uruguay"	0	0	0	202	0	0	0	0	0		
"Samoa"	0	0	0	0	0	0	34	0	0		
